UID,Text,video_doorbell,gate,lock,intercom,lights,dog,police,security_camera_system,none,warning_sign,guard_ID_resident,security_screen_door
20005074,Wood fence w/gates surrounding the house.,,1,,,,,,,,,,
20006293,Gated community,,1,,,,,,,,,,
20006378,No others,,,,,,,,,1,,,
20006798,Didn?€?t see any,,,,,,,,,1,,,
20007478,Sign warned of video surveillance,,,,,,,,,,1,,
20009043,Home is boarded up.  Uninhabitable,,,,,,,,,,,,
20009504,This is a church and there are two apt inside no way to get in unless the people know I?€?m downstairs...,,,,,,,,,,,,
20013950,Key fob,,,1,,,,,,,,,
20016982,"Ring camera at door, private property sign and beware of dog",1,,,,,,,,,1,,
20017684,Must pass through a security gate to get to the door.,,1,,,,,,,,,,
20020662,"DU appears to be vacant. No shades or curtains on windows, mailbox is overflowing with mail and yard is not maintained.",,,,,,,,,,,,
20023832,No street parking,,,,,,,,,,,,
20024158,Video doorbell.,1,,,,,,,,,,,
20024716,This is a college bldg,,,,,,,,,,,,
20025388,FI could not enter complex a code is needed to enter the gate,,1,,,,,,,,,,
20027920,Keycard entry not intercom or phone,,,1,,,,,,,,,
20034784,"Two locked doors, first outside secure door leads to a courtyard w/ another locked door.",,,1,,,,,,,,,
20036489,Large farm. No other noticeable security measures on the house except 2 dogs,,,,,,1,,,,,,
20037567,M/A,,,,,,,,,,,,
20041764,Senior living assisted living complex,,,,,,,,,,,,
20042303,Sign at entrance about parking.,,,,,,,,,,1,,
20042455,Ring bell,1,,,,,,,,,,,
20046242,Locked chain link fence surrounding property,,1,1,,,,,,,,,
20046275,101 is a garden unit in north end of building  and is impossible to enter without code or name of tenant...in northwest corner of building basement,,,1,,,,,,,,,
20046349,Front door has no steps to it.,,,,,,,,,,,,
20047687,A gate key is needed to enter.,,1,,,,,,,,,,
20047706,Parking regulations.,,,,,,,,,,,,
20052519,This is an Amish farm,,,,,,,,,,,,
20057183,Two surveillance cameras,,,,,,,,1,,,,
20058517,Gated communities,,1,,,,,,,,,,
20060666,Warning about illegal to have firearms.,,,,,,,,,,1,,
20061142,?€?Private road?€? sign with warnings,,,,,,,,,,1,,
20062576,RING VIDEO BELL,1,,,,,,,,,,,
20063007,Independent living complex,,,,,,,,,,,,
20063803,Gated and need passcode to enter,,1,,,,,,,,,,
20067247,Ring camera,1,,,,,,,,,,,
20067601,Wrought iron gate,,1,,,,,,,,,,
20075673,Fence around apartments..no fence upon entrance,,1,,,,,,,,,,
20075725,"Retirement complex; guard with boomgate,  (had called ahead to arrange w/ security supervisor, then report to reception at oak leaf clubhouse to wait for security staff to accompany to unit.",,1,,,,,,,,,1,
20079307,There are two entrances. Unit A & B. But address doesn?€?t have a unit number.,,,,,,,,,,,,
20081832,Does not speak English,,,,,,,,,,,,
20083656,This is a college residence,,,,,,,,,,,,
20085782,Neighborhood watch signs,,,,,,,,,,1,,
20086354,This is an assisted living facility with treatment to memory,,,,,,,,,,,,
20087443,Nothing else that I could see,,,,,,,,,,,,
20088327,Mo other,,,,,,,,,1,,,
20091929,In middle of housing development,,,,,,,,,,,,
20091941,I updated at the next address I stopped at not in front of the DU,,,,,,,,,,,,
20100634,Vacant property,,,,,,,,,,,,
20100902,Posted No trespassing Keep Out,,,,,,,,,,1,,
20115403,Iron door over wooden door.,,,,,,,,,,,,1
20117142,"Carport has two broken down cars on jack stands, and lots of debris overgrown.",,,,,,,,,,,,
20117238,Residents only.,,,,,,,,,,,,
20117722,Units ABCDE no #6,,,,,,,,,,,,
20120476,Might be a dog not sure heard barking could be coming from the DU on the right side the DU?€?s are so close together.,,,,,,1,,,,,,
20122438,Community watch signs in neighborhood,,,,,,,,,,1,,
20126894,Locked doors to entry way.,,,1,,,,,,,,,
20128997,Gate across front porch entrance,,1,,,,,,,,,,
20131436,DU is abandoned,,,,,,,,,,,,
20134015,Very limited street parking and gated.,,1,,,,,,,,,,
20135911,Entrance from the street is open but people walking by but entrance to the parking lot is locked,,,,,,,,,,,,
20139281,There?€?s parking for visitors but the doors are still locked,,,1,,,,,,,,,
20140649,"Sign no soliciting , HHR said so and closed door",,,,,,,,,,1,,
20140906,Large complex.  Entered thru gate as car was exiting,,1,,,,,,,,,,
20141158,Entrance gate requires keypad access,,1,,,,,,,,,,
20144685,Locked metal door over wooden door.,,,1,,,,,,,,,
20145086,"It?€?s a closed, locked community/complex called Pacific Place Apartments.",,,1,,,,,,,,,
20148535,Keep Out on rear door,,,,,,,,,,1,,
20150101,Camera on garage and camera doorbell,1,,,,,,,1,,,,
20151308,Minimal lighting hallway access to individual apartments,,,,,1,,,,,,,
20157094,Keycard entry,,,1,,,,,,,,,
20161172,None that I could see,,,,,,,,,1,,,
20163877,Ring door bell,1,,,,,,,,,,,
20170675,On farm.,,,,,,,,,,,,
20171957,Ring type door bell. But don?€?t think it worked.,1,,,,,,,,,,,
20172455,"Country house way down a long driveway so unsure about signs of children, etc...",,,,,,,,,,,,
20177773,Someone needs to open front door for you.,,,,,,,,,,,,
20179036,Camera near front door,,,,,,,,1,,,,
20181442,Home boarded up keep out sign,,,,,,,,,,1,,
20184991,Neighborhood watch sign as entering in the subdivision,,,,,,,,,,1,,
20187729,"None visible, parking warning.",,,,,,,,,1,,,
20190202,"Camera by door, inside window.",,,,,,,,1,,,,
20198596,Need gate code to access,,1,,,,,,,,,,
20201162,Ring bell video camera,1,,,,,,,,,,,
20203168,"The house is behind 3414 with a long driveway then a 6?€? cedar wood fence and gate, then a walkway going to the house",,1,,,,,,,,,,
20206673,Gated community. Sign states that gated are locked at 7:30 PM.,,1,1,,,,,,,1,,
20207524,Ring doorbell,1,,,,,,,,,,,
20207836,"Is across street from #367, next to #360 (as per neighbor)",,,,,,,,,,,,
20217310,None that I could see,,,,,,,,,1,,,
20231228,Sign No Trespassing Under Penalty of Law,,,,,,,,,,1,,
20238144,RING VIDEO BELL,1,,,,,,,,,,,
10240678,Video doorbell,1,,,,,,,,,,,
10240872,Upstairs apartment,,,,,,,,,,,,
10245770,Enclosed metal black gates on patios,,1,,,,,,,,,,
10246977,ADT security sign,,,,,,,,,,1,,
10247077,Nla,,,,,,,,,1,,,
10248672,Video doorbell,1,,,,,,,,,,,
10249374,Air Force complex. Gated chained fence leading to street,,1,,,,,,,,,,
10252277,House was vacant. Trash in yard. Lawn overgrown. Notice on front door that the property is vacant and turned over to mortgage holder. Lock box on front door.,,,1,,,,,,,,,
10254574,Privately owned university apartments. Key required to enter main lobby with elevator,,,1,,,,,,,,,
10258275,Double lock on screen door,,,1,,,,,,,,,1
10273272,ADT sign in the yard,,,,,,,,,,1,,
10274770,Gated and locked driveway into property (rural area),,1,1,,,,,,,,,
10274877,Locked mailbox,,,,,,,,,,,,
10278675,High security. Have to leave my ID W receptionist to gain key fob to enter thru gates on premises,,1,,,,,,,,,1,
10285172,Have a ring doorbell,1,,,,,,,,,,,
10286476,Motion lights over garage.,,,,,1,,,,,,,
10287071,Front apt doors have security screens,,,,,,,,,,,,1
10288676,Gate at driveway is locked - no access,,1,1,,,,,,,,,
10295377,This D/U is an assisted living facility.,,,,,,,,,,,,
10312270,Keyless entry. Door lights.,,,,,1,,,,,,,
10314771,Warning operation IID,,,,,,,,,,1,,
10317479,Sign on door says video surveillance but I didn?€?t see a camera.,,,,,,,,,,1,,
10319271,Gated community,,1,,,,,,,,,,
10322077,"ADT sign, video doorbell",1,,,,,,,,,1,,
10323672,Outdoor light at front door,,,,,1,,,,,,,
10324879,No trespassing private property signs,,,,,,,,,,1,,
10328279,Must buzz floor,,,,1,,,,,,,,
10339972,No cameras sited outside only multiple dogs inside,,,,,,1,,,,,,
20240271,Young lady with a teen age son and an infant. Speaks only Spanish. Gated By gates are lots of trash but by unit is not broken up or trashy.,,1,,,,,,,,,,
20241779,Apartment over store,,,,,,,,,,,,
20241973,No security.,,,,,,,,,1,,,
20242073,Several dogs,,,,,,1,,,,,,
20243678,No hands englais,,,,,,,,,,,,
20247476,This DU does not exist. I observed the neighborhood prior to seeing the DU and then discovered it does not exist.,,,,,,,,,,,,
20247573,Neighborhood watch police 911 signs in neighborhood,,,,,,,,,,1,,
20251071,Front door,,,,,,,,,,,,
20252977,Secure Key entry only,,,1,,,,,,,,,
20253077,Bells on front door and needs key access on second wool door.,,,1,,,,,,,,,
20254779,Independent Sr Housing Facility. Doors are open M-F 9-5pm. Doors are locked after 5:00pm,,,1,,,,,,,,,
20256377,This home is being remodeled. Vacant,,,,,,,,,,,,
20256775,Restricted access by key entry. Parking only on street.,,,1,,,,,,,,,
20260370,Main door locked and doorbells unmarked,,,1,,,,,,,,,
20266572,Docile dog.,,,,,,1,,,,,,
20268073,This apt is 2R or 2l,,,,,,,,,,,,
20268170,Assisted Living Facility,,,,,,,,,,,,
20276175,Need a card to get into building.,,,1,,,,,,,,,
20281472,This house has a chain on the front main door and windows are cover with wood and the other the glass is broken.,,,,,,,,,,,,1
20293275,Locked building in high rise downtown,,,1,,,,,,,,,
20296876,FI was able to enter because security gate to apartment complex was open.,,1,,,,,,,,,,
20300070,Doorbell looked high tech but not sure it had a camera. Dog barking inside.,,,1,,,1,,,,,,
20302571,No additional security was seen,,,,,,,,,1,,,
20308676,"He answered door, told me there is a No Trespassing sign & he was calling the police.",,,,,,,,,,1,,
20311472,DU appears vacant.,,,,,,,,,,,,
20313070,Guns,,,,,,,,,,,,
20313274,Camera doorbell,1,,,,,,,,,,,
20316176,Fence to enter backyard,,1,,,,,,,,,,
20316972,Two cameras as you walk up to DU,,,,,,,,1,,,,
20317878,Gated community,,1,,,,,,,,,,
20318677,There is a video doorbell; also a cord that says ?€?bell?€?,1,,,,,,,,,1,,
20319175,Senior low cost housing,,,,,,,,,,,,
20320771,Gated,,1,,,,,,,,,,
20322476,Uniformed guard,,,,,,,,,,,1,
20328474,It is a tight complex three stories seems like people keep to themselves,,,,,,,,,,,,
20328678,Ring video doorbell,1,,,,,,,,,,,
20330976,Gated community but gate was opened,,1,,,,,,,,,,
20332778,Lady stated this is a no soliciting community,,,,,,,,,,,,
20333373,"Camara at the intercom first wood door was unlocked, second wood door opens with key.",1,,1,1,,,,,,,,
20337870,Lock box hanging from doorknob,,,1,,,,,,,,,
20341077,Key card access,,,1,,,,,,,,,
10240485,Has ring doorbell,1,,,,,,,,,,,
10251285,Upstairs back of house,,,,,,,,,,,,
10251780,Lots of apartment dwellers have dogs,,,,,,1,,,,,,
10258082,No trespassing sign.,,,,,,,,,,1,,
10258189,Security doors to property are unlocked,,,1,,,,,,,,,
10261383,Dog barked inside DU,,,,,,1,,,,,,
10269688,Iron gate with no intercom; only keypad.,,1,,,,,,,,,,
10270080,Cedar Grove Senior Apartments. Locked entry,,,1,,,,,,,,,
10283983,Gated community ands security screen door,,1,,,,,,,,,,1
10285989,Coded access for the door as apposed to a key,,,1,,,,,,,,,
10287781,Video doorbell,1,,,,,,,,,,,
10290286,Ring doorbell,1,,,,,,,,,,,
10291182,Ring doorbell,1,,,,,,,,,,,
10291580,Video doorbell,1,,,,,,,,,,,
10296789,House is set back behind home at the road,,,,,,,,,,,,
10301384,Door lights.,,,,,1,,,,,,,
10301685,Nonr,,,,,,,,,1,,,
10305289,Ring doorbell,1,,,,,,,,,,,
10305687,Metal security door on front door,,,,,,,,,,,,1
10307683,Door lights.,,,,,1,,,,,,,
10308181,You could tell that the door lock had been changed many times and there was a new looking dead bolt lock on a very beaten up front door,,,1,,,,,,,,,
10311385,Video doorbell,1,,,,,,,,,,,
10312281,Driveway is very long and not well cleared. Goes through a mile and 1/2 of heavily wooded area. All or 4 wheel drive needed,,,,,,,,,,,,
10314889,Simply safe sign,,,,,,,,,,,,
10317888,No security measures observed other than security light over garage. No visible camera noted,,,,,1,,,,,,,
10318988,Unable to gain access without a key card or passcode,,,1,,,,,,,,,
10319981,Video doorbell at the front door.,1,,,,,,,,,,,
10320082,"Apt A is on second floor & unit has dog. First floor is occupied by a business called Chimney Cricket, with its entrance in back. Unclear if this business has security measures, but entrance to Apt A is on front porch with no visible security measures.",,,,,,1,,,,,,
10322981,Ring doorbell,1,,,,,,,,,,,
10323683,Some kind of small square plastic devise above doorbell attached to door. Not sure if it is some sort of alarm or not,1,,,,,,,1,,,,
10324288,Ring video doorbell.,1,,,,,,,,,,,
10327986,Property is fenced in and there is a locked gate across the driveway. The owner a retired man came out to the gate to talk with me,,1,1,,,,,,,,,
10330481,Not really safe; lot of loitering.,,,,,,,,,,,,
10331785,Keypad at entrance and you have to know the person?€?s name to look up what number to dial. Leasing office number posted for 252520101 but no hours were posted when that office is open,,,1,1,,,,,,,,
10336586,There is a gate preventing access to the front door,,1,,,,,,,,,,
10338883,High rise luxury apartment building.  Need code to gain entry.,,,1,,,,,,,,,
20240282,None; there is a black metal screen door on the unit,,,,,,,,,,,,1
20242686,Order to vacate sign on door,,,,,,,,,,,,
20246581,Heard a dog barking inside but did not SEE one.,,,,,,1,,,,,,
20248480,Does not appear to be a safe place,,,,,,,,,,,,
20253185,None that I saw.,,,,,,,,,1,,,
20257983,Ring doorbell,1,,,,,,,,,,,
20259581,Ring door bell,1,,,,,,,,,,,
20262484,Barking dog behind wooden fence surrounding back yard. Camera on doorbell. No soliciting sign on door.,,1,,,,1,,1,,1,,
20269485,Need keycard or resident permission to gain access.,,,1,,,,,,,,1,
20270489,Must pass through a gate to enter complex?€?s. The gate stays open.,,1,,,,,,,,,,
20272281,Gated community that has no access to DU number without code to get in or reach DU number,,1,,,,,,,,,,
20272689,None.,,,,,,,,,1,,,
20273789,DU is vacant and unsafe to enter,,,,,,,,,,,,
20274889,Appears to be a low to middle income neighborhood,,,,,,,,,,,,
20277684,"I don?€?t believe anyone is living in this DU. The roof is caving in, part of house is crashing in. Windows boarded. Vacant.",,,,,,,,,,,,
20278085,"Dog Leash is out from on porch, but not dog is attached",,,,,,1,,,,,,
20289487,"Gated residential community, keycode access required.",,1,,,,,,,,,,
20295282,Camera doorbell,1,,,,,,,,,,,
20295486,Video doorbell,1,,,,,,,,,,,
20296285,There is a camera at the back door.,,,,,,,,1,,,,
20297987,On the side walk between buildings,,,,,,,,,,,,
20300285,Ring doorbell,1,,,,,,,,,,,
20301589,ring video doorbell,1,,,,,,,,,,,
20303381,House is vacant . Confirmed with neighbor .,,,,,,,,,,,,
20304481,Locked building but door is open during the daytime,,,1,,,,,,,,,
20307189,Police car parked next to driveway,,,,,,,1,,,,,
20309185,Boarded-up house.,,,,,,,,,,,,
20310189,Unable to locate #314 on call box. Called 313 on intercom and he said he did not know of anyone in #314.,,,,1,,,,,,,,
20310480,Video doorbell,1,,,,,,,,,,,
20312680,Gate at entrance to community is closed at 7:00 PM.,,1,,,,,,,,,,
20313081,Must pass through security gate before you can knock on door.,,1,,,,,,,,,,
20315281,RING VIDEO BELL,1,,,,,,,,,,,
20316187,A nursing assisted living home. Multiple living quarters.,,,,,,,,,,,,
20316983,Has intercom/phone access but door was not closed.,,,,1,,,,,,,,
20321882,Was able to get through main door once inside there is another looked door to enter building,,,1,,,,,,,,,
20323587,Video doorbell,1,,,,,,,,,,,
20329187,Storm doors on either side of the building are locked and there are no call boxes. Door bells on north side are unmarked,,,1,,,,,,,,,
20331184,Private community with call box entry by resident name,,,,1,,,,,,,,
20331582,Fenced with locked Gate & has pets,,1,1,,,1,,,,,,
20331980,Gated community but gate is open,,1,,,,,,,,,,
20332585,I didn?€?t see any.,,,,,,,,,1,,,
20335089,"No security measures this home is being remodeled. I have marked yes the neighborhood is not kept up, when I reviewed the observations it has no there, the neighborhood is not kept up.",,,,,,,,,1,,,
20341088,Private drive and at the end of half mile Road is a gate you must pass to get to the house big house intercom sitting next to gate press button but no response,,1,,1,,,,,,,,
10240690,Protective dog sign on house,,,,,,,,,,1,,
10242696,Sign at security gate says all activities are recorded to aid in the prosecution of any crime committed against this facility,,1,,,,,,,,1,,
10242997,Dothan buzzer 2,,,,1,,,,,,,,
10243990,ADT sign,,,,,,,,,,1,,
10245792,Driveway and house enclosed with metal fence with wire and padlock,,1,1,,,,,,,,,
10248092,Guard had to phone R before allowing entry into property.,,,,,,,,,,,1,
10248597,Flood lights.,,,,,1,,,,,,,
10249095,"Ring doorbell, security screen",1,,,,,,,,,,,1
10250293,Metal gate across the driveway was open when I arrived and there is a motorhome on the property were a cousin and her husband are staying to help take care of their mother who fell and broke her hip and leg and is staying at a retirement center in Marysville. The owner of the house was not there,,1,,,,,,,,,,
10251791,Bell with camera,1,,,,,,,,,,,
10252590,"Gated bldg, security screen door",,1,,,,,,,,,,1
10256291,Is appears to be a gated community fence built around complex but the drive thru gate was open and it does not appear to close automatically.,,1,,,,,,,,,,
10260595,Sign: ?€?Warning guard dogs on premises?€?,,,,,,,,,,1,,
10262999,An interception indicating gated community but are able to pause go thru after turnstile rises. No need to speak with anyone.,,1,,,,,,,,,,
10268395,No exterior cameras,,,,,,,,,1,,,
10270499,Driveway gated and locked,,1,1,,,,,,,,,
10273896,Wrought iron fence surrounds the home.,,1,,,,,,,,,,
10275999,This DU is above a row of restaurants in middle of University of Iowa. Cannot access as door on street is locked. Door to DU can be seen through window at top of stairs.,,,1,,,,,,,,,
10277490,Controlled access within gated gold course community,,1,,,,,,,,,,
10281891,Buzzers,,,,1,,,,,,,,
10283499,Maximum security apartment building,,,,,,,,,,,,
10285097,Security service sign in drive,,,,,,,,,,1,,
10290695,Chain link fence all entrances locked,,1,1,,,,,,,,,
10291193,Assigned parking,,,,,,,,,,,,
10292895,None ,,,,,,,,,1,,,
10295098,Coded access for the door as apposed to a key.,,,1,,,,,,,,,
10295399,Ring doorbell,1,,,,,,,,,,,
10296994,Parking garage has safety features.,,,,,,,,,,,,
10298398,?€?Ring?€? video doorbell,1,,,,,,,,,,,
10300295,Buzzer for entry,,,,1,,,,,,,,
10301890,Ring doorbell,1,,,,,,,,,,,
10306293,This DU has a ?€?Ring?€? doorbell.  I spoke to the camera and held up my badge.,1,,,,,,,,,,,
10311192,Gate that appears to close & lock adjacent to D&J body shop,,1,1,,,,,,,,,
10315291,"Gated, but wide open",,1,,,,,,,,,,
10316993,Video doorbell,1,,,,,,,,,,,
10319293,House sits on private acreage,,,,,,,,,,,,
10324794,Wood fence surrounding yard,,1,,,,,,,,,,
10327696,Greeted by receptionist. Need to check in.,,,,,,,,,,,1,
10327890,Security screen door,,,,,,,,,,,,1
10330492,No soliciting sign on door,,,,,,,,,,1,,
10332090,Ring doorbell,1,,,,,,,,,,,
10335798,Key pad entry-have to know occupant?€?s name,,,1,,,,,,,,,
10340794,Had to have property manager let me in.,,,,,,,,,,,1,
20241296,Gated,,1,,,,,,,,,,
20244499,"Locked outer door, buzzer/bell for each unit ?€? do what sound (if any) is made, hd nothing (traffic noise). 
",,,1,1,,,,,,,,
20246194,Locked lobby s guard,,,1,,,,,,,,1,
20248695,This address is a assisted living facility,,,,,,,,,,,,
20251297,Neighborhood watch sign,,,,,,,,,,1,,
20251695,Locked entry door,,,1,,,,,,,,,
20254393,"Controlled access, double door entry. Must be buzzed in by office or resident.",,,,1,,,,,,,,
20256797,The exterior brick looks like it?€?s peeling,,,,,,,,,,,,
20260198,No security systems visible.,,,,,,,,,1,,,
20260693,Appears vacant.  Snow unmoved,,,,,,,,,,,,
20261492,Looks like a rooming house,,,,,,,,,,,,
20263692,2nd entry door for is keycard access only,,,1,,,,,,,,,
20264394,Main door is locked. All buzzers marked only with names.,,,1,1,,,,,,,,
20265193,6 front cameras present,,,,,,,,1,,,,
20265698,Motion activated light,,,,,1,,,,,,,
20266992,Only screen door,,,,,,,,,,,,1
20267995,Ring doorbell,1,,,,,,,,,,,
20270199,Ring doorbell,1,,,,,,,,,,,
20272195,Gated apartment community,,1,,,,,,,,,,
20275291,Door requires code,,,1,,,,,,,,,
20275592,Locked see thru ,,,1,,,,,,,,,
20275699,The brush in the front is overgrown and it?€?s located at the end of a dead end street; DU not well lit at night; best suited for daytime initial visit,,,,,,,,,,,,
20278397,Only security door no peep hole,,,1,,,,,,,,,
20279497,Need an entry key to enter building,,,1,,,,,,,,,
20280899,Pit bull,,,,,,1,,,,,,
20283995,Only front door,,,,,,,,,,,,
20285797,Did not see any.,,,,,,,,,1,,,
20286897,"Gate, was open.",,1,,,,,,,,,,
20292498,None that I could see,,,,,,,,,1,,,
20292595,This is a secure complex. Need resident info to gain access.,,,,,,,,,,,1,
20292692,Several small dogs. Two cars outside,,,,,,1,,,,,,
20292799,Nothing else that I can see,,,,,,,,,1,,,
20293792,Gate open to enter parking lot.  May be closed after hours/evenings,,1,,,,,,,,,,
20297590,Security light,,,,,1,,,,,,,
20301493,No soliciting per guards,,,,,,,,,,,1,
20302797,This complex has four units to each structure. It is dated and entry is through a single door leading into the living room. Very little grass exists on the lawn and the drive and parking lot is mostly dust.,,,,,,,,,,,,
20304298,"This is in a lower income neighborhood, but this is a beautiful upper middle class home.",,,,,,,,,,,,
20304599,Double intercome Camara install,,,,1,,,,1,,,,
20305194,"Wood door, door bell to get access. Someone needs to come down to open front door.",1,,,,,,,,,,,
20309594,Could not enter.,,,,,,,,,,,,
20311999,Keycard access after hours,,,1,,,,,,,,,
20312497,DU is at end of a long dirt road but it has two other trailers close by,,,,,,,,,,,,
20313791,This area should only be visited during daylight hours per local police.,,,,,,,,,,,,
20314697,Sr living care facility,,,,,,,,,,,,
20315098,Camera doorbell,1,,,,,,,,,,,
20316295,Vacant For. Rent sign on house,,,,,,,,,,,,
20317395,The door to access inside of 3707 is locked with no doorbell or intercom system in place to reach apartment 200,,,1,,,,,,,,,
20332392,2 cameras on property,,,,,,,,1,,,,
20332499,Video doorbell,1,,,,,,,,,,,
20332790,There is a no soliciting sign near the door bell,,,,,,,,,,1,,
20341293,None visible,,,,,,,,,1,,,
20341390,Locked entrance to bldg with no way to reach individual DUs. Entrance to DU is Inaccessible.,,,1,,,,,,,,,
30000683,Ring doorbell,1,,,,,,,,,,,
30003950,They have a ring door bell,1,,,,,,,,,,,
30004351,Heard dog inside,,,,,,1,,,,,,
30004577,Security gates to pass thru. Today 1 side was open to enter,,1,,,,,,,,,,
30005774,Locked building,,,1,,,,,,,,,
30007286,Chain locked gate/fence surrounding property.,,1,1,,,,,,,,,
30007703,Very poor area severe pot holds some about foot deep,,,,,,,,,,,,
30009527,This DU is located in what appears to be in a senior park. DU is undergoing renovation and is not presently occupied,,,,,,,,,,,,
30011234,Ring type doorbell,1,,,,,,,,,,,
30013597,Need code to gain access,,,1,,,,,,,,,
30014608,Keypad with code numbers,,,1,,,,,,,,,
30015032,Camera on side of DU towards the back,,,,,,,,1,,,,
30016187,Locked Gate surrounds property,,1,1,,,,,,,,,
30016499,Gated equestrian community with private airport along with guard,,1,,,,,,,,,1,
30020317,No security identified,,,,,,,,,1,,,
30023543,Chief of police lives next door,,,,,,,1,,,,,
30023877,Camera & intercom at front door. 3 deadbolts on front door.,,,1,1,,,,1,,,,
30026014,The apt is secured by gate that needs code or you need to use call box,,1,,1,,,,,,,,
30026456,Dog inside,,,,,,1,,,,,,
30028140,A gated community of apartments. You must be a resident to get on the property.,,1,,,,,,,,,,
30033265,Peephole in front door,,,,,,,,,,,,1
30033618,Must have get key to enter complex.,,,1,,,,,,,,,
30034246,Very limited street parking.,,,,,,,,,,,,
30035777,Ring doorbell sysyem,1,,,,,,,,,,,
30036026,New multifamily development. Surrounding area is older and not the same quality.,,,,,,,,,,,,
30036781,Porch lights and multiple lights in the parking area.,,,,,1,,,,,,,
30037193,Ring doorbell,1,,,,,,,,,,,
30038505,House is on an unpaved road,,,,,,,,,,,,
30038936,Gated apt complex,,1,,,,,,,,,,
30039122,Fence around yard. Just bought house and having it renovated,,1,,,,,,,,,,
30039478,Must pass through gate with key. Gate is unlocked.,,1,1,,,,,,,,,
30040063,Common door to apartments locked,,,1,,,,,,,,,
30046061,Buzzer to gain access,,,,1,,,,,,,,
30047871,None that I can see.,,,,,,,,,1,,,
30048841,"Flood lights at front of house, fenced in backyard, peephole in front door",,1,,,1,,,,,,,1
30050592,None were visible,,,,,,,,,1,,,
30050923,"Gated luxury townhome only intercom keypad, no guard.",,1,,1,,,,,,,,
30051948,Sliding gate enclosing driveway with warning sign against injury,,1,,,,,,,,1,,
30054840,Kingswood condominium,,,,,,,,,,,,
30057441,Florida Club Golf Community,,,,,,,,,,,,
30057957,Gate has a chain and a lock on it,,1,1,,,,,,,,,
30059016,Bldg is a public housing unit.  Project.  Bldg hs intercom not working. Door is open always. Nsafe at nite,,,,1,,,,,,,,
30059287,Locked door to get into DU,,,1,,,,,,,,,
30059414,Must have have key code to access gate.,,1,,,,,,,,,,
30060418,Country setting well off the road.,,,,,,,,,,,,
30060805,Ring Doorbell,1,,,,,,,,,,,
30066513,No additional security,,,,,,,,,1,,,
30066698,Govt housing for mental health or elderly,,,,,,,,,,,,
30067185,Ring doorbell,1,,,,,,,,,,,
30068036,Need key to enter building,,,1,,,,,,,,,
30068672,Appears to be under construction with property manager number on fencing around unit.,,,,,,,,,,,,
30069095,"Peephole in front door, yard lighting, flood lights at front door, video doorbell",1,,,,1,,,,,,,1
30069813,Harborage condominium,,,,,,,,,,,,
30072891,The Florida Club Golf Country Club,,,,,,,,,,,,
30074057,"fence around yard but not across driveway or entryway, sign saying ?€?You?€?re on camera,?€? but saw no camera",,1,,,,,,,,1,,
30074109,Ring doorbell,1,,,,,,,,,,,
30074239,Adt sign,,,,,,,,,,1,,
30075317,Willoughby Cove Apartment Complex,,,,,,,,,,,,
30076097,Security gates to drive thru. Complex is huge and can usually drive in w in a couple minutes,,1,,,,,,,,,,
30078747,This is a gated townhouse community. Need code to access property,,1,,,,,,,,,,
30078822,Assisted living,,,,,,,,,,,,
30081015,No guard at front gate,,1,,,,,,,,,,
30081145,Ring doorbell,1,,,,,,,,,,,
30083895,Eagle Marsh Golf Country Club,,,,,,,,,,,,
30084207,Buzzer for access,,,,1,,,,,,,,
30085493,Fenced backyard,,1,,,,,,,,,,
30085965,"Assigned parking spots, motion sensor lighting on pathway to the unit and in the stairwell going up to the apartment",,,,,1,,,,,,,
30087079,Locked chain wrapped around side fence leading to the side and back of this duplex,,1,1,,,,,,,,,
30088265,Ring doorbell,1,,,,,,,,,,,
30088447,Signs by parking say property under surveillance 24 hours a day 7 days a week,,,,,,,,,,1,,
30089439,"Resident is vacant, boarded up",,,,,,,,,,,,
30090659,Key card needed to gain access,,,1,,,,,,,,,
30098341,This Is a single-family home that has been converted into four or more units.,,,,,,,,,,,,
30100022,This is a burned out mobile home. One of several in the neighborhood.,,,,,,,,,,,,
30100505,Buzzer for access,,,,1,,,,,,,,
30100969,"Ring doorbell, security screen",1,,,,,,,,,,,1
30102998,This is a senior living/assisted living 4 floor 2 bldg - bldg,,,,,,,,,,,,
30103366,Sign at entrance that says area is patrolled by security,,,,,,,,,,1,,
30104273,Locked outer door no buzzer,,,1,,,,,,,,,
30104552,Govt housing for elderly or mental health services,,,,,,,,,,,,
30105157,Ring doorbell,1,,,,,,,,,,,
30107669,Motion detector light on driveway,,,,,1,,,,,,,
30108093,?€?Ring ?€? doorbell,1,,,,,,,,,,,
30110603,"Yard lights, lights on inside, 2 trucks parked on driveway showing people might be home",,,,,1,,,,,,,
30115363,"Authorized parking only sign, sign saying:  We have joined the Reno Crime-free Multi Housing Program. Keeping illegal activity out of rental property.  Complex has gated entrances, but they were open at night.",,1,,,,,,,,1,,
30115545,8?€? high perimeter fencing with top of bars curved towards street and pointed ends on each spike. All gates locked. Electric gates for auto entry,,1,1,,,,,,,,,
30115846,"Either waiting for someone drive in & you can drive in, first block right turn, guest parking on your right & walk down to #7",,,,,,,,,,,,
30119213,Senior living,,,,,,,,,,,,
30119280,Security door,,,,,,,,,,,,1
30119570,Must park in back.  Solid metal doors.   More tenement like,,,,,,,,,,,,1
30120819,4 vehicles parked on driveway making it look as if people are home,,,,,,,,,,,,
